CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC14	TF	contig2	prot14_8	118600	119500	-	0039384
CGC14	TF	contig2	prot14_9	119800	120700	+	HTH_AraC
CGC15	TF	contig2	prot15_0	121000	121900	-	LacI
CGC15	TC	contig2	prot15_1	122200	123100	+	2.A.1.5.3
CGC15	CAZyme	contig2	prot15_2	123400	124300	-	GH32
CGC16	TF	contig2	prot16_0	124600	125500	-	LacI
CGC16	TC	contig2	prot16_1	125800	126700	+	2.A.2
CGC16	CAZyme	contig2	prot16_2	127000	127900	-	GH2
CGC17	TF	contig2	prot17_0	128200	129100	-	GerE
CGC17	TC	contig2	prot17_1	129400	130300	+	1.B.14.6.1
CGC17	null	contig2	prot17_2	130600	131500	-	null
CGC17	TF	contig2	prot17_3	131800	132700	+	Y_Y_Y
CGC17	CAZyme	contig2	prot17_4	133000	133900	-	GH16_3
CGC17	CAZyme	contig2	prot17_5	134200	135100	+	GH158
CGC17	CAZyme	contig2	prot17_6	135400	136300	-	GH3
CGC18	CAZyme	contig2	prot18_0	136600	137500	-	GH30_3
CGC18	null	contig2	prot18_1	137800	138700	+	null
CGC18	TC	contig2	prot18_2	139000	139900	-	1.B.14.6.1
CGC18	null	contig2	prot18_3	140200	141100	+	null
CGC18	CAZyme	contig2	prot18_4	141400	142300	-	GH2|CBM57
CGC18	CAZyme	contig2	prot18_5	142600	143500	+	PL38|GH88
CGC19	null	contig2	prot19_0	143800	144700	-	null
CGC19	null	contig2	prot19_1	145000	145900	+	null
CGC19	CAZyme	contig2	prot19_2	146200	147100	-	CE1
CGC19	null	contig2	prot19_3	147400	148300	+	null
CGC19	null	contig2	prot19_4	148600	149500	-	null
CGC19	null	contig2	prot19_5	149800	150700	+	null
CGC19	TC	contig2	prot19_6	151000	151900	-	8.A.46.1.4
CGC19	TC	contig2	prot19_7	152200	153100	+	1.B.14.6.1
CGC20	null	contig2	prot20_0	153400	154300	-	null
CGC20	null	contig2	prot20_1	154600	155500	+	null
CGC20	null	contig2	prot20_2	155800	156700	-	null
CGC20	TF	contig2	prot20_3	157000	157900	+	HTH_8
CGC20	TF	contig2	prot20_4	158200	159100	-	HisKA+HATPase_c+Response_reg
CGC20	CAZyme	contig2	prot20_5	159400	160300	+	GH97
CGC20	null	contig2	prot20_6	160600	161500	-	null
CGC20	CAZyme	contig2	prot20_7	161800	162700	+	GH67
CGC20	CAZyme	contig2	prot20_8	163000	163900	-	GH76
CGC20	null	contig2	prot20_9	164200	165100	+	null
CGC20	null	contig2	prot20_10	165400	166300	-	null
CGC20	TC	contig2	prot20_11	166600	167500	+	1.B.14
CGC20	null	contig2	prot20_12	167800	168700	-	null
CGC20	TF	contig2	prot20_13	169000	169900	+	HTH_AraC
CGC20	CAZyme	contig2	prot20_14	170200	171100	-	GH92
CGC20	null	contig2	prot20_15	171400	172300	+	null
CGC20	CAZyme	contig2	prot20_16	172600	173500	-	GH76
CGC20	CAZyme	contig2	prot20_17	173800	174700	+	GH125
CGC20	null	contig2	prot20_18	175000	175900	-	null
CGC21	CAZyme	contig3	prot21_0	176200	177100	-	GH106
CGC21	CAZyme	contig3	prot21_1	177400	178300	+	GH28
CGC21	null	contig3	prot21_2	178600	179500	-	null
CGC21	CAZyme	contig3	prot21_3	179800	180700	+	GH28
CGC21	CAZyme	contig3	prot21_4	181000	181900	-	CE12
CGC21	CAZyme	contig3	prot21_5	182200	183100	+	GH2
CGC21	CAZyme	contig3	prot21_6	183400	184300	-	GH42
CGC21	CAZyme	contig3	prot21_7	184600	185500	+	GH28
CGC21	null	contig3	prot21_8	185800	186700	-	null
CGC21	null	contig3	prot21_9	187000	187900	+	null
CGC21	TC	contig3	prot21_10	188200	189100	-	1.B.14.6.1
CGC21	null	contig3	prot21_11	189400	190300	+	null
CGC21	null	contig3	prot21_12	190600	191500	-	null
CGC21	TC	contig3	prot21_13	191800	192700	+	1.B.14.6.1
CGC21	null	contig3	prot21_14	193000	193900	-	null
CGC21	TC	contig3	prot21_15	194200	195100	+	1.B.14.6.1
CGC21	null	contig3	prot21_16	195400	196300	-	null
CGC21	CAZyme	contig3	prot21_17	196600	197500	+	PL11
CGC21	CAZyme	contig3	prot21_18	197800	198700	-	PL26
CGC21	CAZyme	contig3	prot21_19	199000	199900	+	CE12|CE12
CGC21	CAZyme	contig3	prot21_20	200200	201100	-	GH105
CGC21	CAZyme	contig3	prot21_21	201400	202300	+	PL11_1
CGC21	CAZyme	contig3	prot21_22	202600	203500	-	GH105
CGC21	null	contig3	prot21_23	203800	204700	+	null
CGC21	TF	contig3	prot21_24	205000	205900	-	HTH_AraC+HTH_AraC
CGC22	TC	contig3	prot22_0	206200	207100	-	1.B.14
CGC22	null	contig3	prot22_1	207400	208300	+	null
CGC22	CAZyme	contig3	prot22_2	208600	209500	-	PL1_2
CGC22	null	contig3	prot22_3	209800	210700	+	null
CGC22	CAZyme	contig3	prot22_4	211000	211900	-	GH43_18
CGC22	CAZyme	contig3	prot22_5	212200	213100	+	GH143|GH142
CGC22	CAZyme	contig3	prot22_6	213400	214300	-	CBM67|GH78
CGC23	null	contig3	prot23_0	214600	215500	-	null
CGC23	null	contig3	prot23_1	215800	216700	+	null
CGC23	TC	contig3	prot23_2	217000	217900	-	2.A.1.14.25
CGC23	CAZyme	contig3	prot23_3	218200	219100	+	PL17_2|PL17
CGC23	null	contig3	prot23_4	219400	220300	-	null
CGC23	TF	contig3	prot23_5	220600	221500	+	GntR
CGC23	null	contig3	prot23_6	221800	222700	-	null
CGC24	CAZyme	contig3	prot24_0	223000	223900	-	GH4
CGC24	TF	contig3	prot24_1	224200	225100	+	HTH_AraC+HTH_AraC
CGC24	TC	contig3	prot24_2	225400	226300	-	4.A.3.2.7
CGC24	TC	contig3	prot24_3	226600	227500	+	4.A.3.2.7
CGC24	TC	contig3	prot24_4	227800	228700	-	4.A.3.2.7
CGC25	TC	contig3	prot25_0	229000	229900	-	1.B.14.12.2
CGC25	null	contig3	prot25_1	230200	231100	+	null
CGC25	null	contig3	prot25_2	231400	232300	-	null
CGC25	null	contig3	prot25_3	232600	233500	+	null
CGC25	null	contig3	prot25_4	233800	234700	-	null
CGC25	TF	contig3	prot25_5	235000	235900	+	PfkB
CGC25	TC	contig3	prot25_6	236200	237100	-	2.A.1.14.25
CGC25	null	contig3	prot25_7	237400	238300	+	null
CGC25	CAZyme	contig3	prot25_8	238600	239500	-	PL17_2|PL17
CGC25	CAZyme	contig3	prot25_9	239800	240700	+	PL6|PL6_1
CGC25	null	contig3	prot25_10	241000	241900	-	null
CGC26	null	contig3	prot26_0	242200	243100	-	null
CGC26	CAZyme	contig3	prot26_1	243400	244300	+	GH18
CGC26	TC	contig3	prot26_2	244600	245500	-	8.A.46.2.1
CGC26	TC	contig3	prot26_3	245800	246700	+	1.B.14.6.13
CGC26	TF	contig3	prot26_4	247000	247900	-	gnl
CGC26	TC	contig3	prot26_5	248200	249100	+	1.B.14.6.13
CGC26	TF	contig3	prot26_6	249400	250300	-	gnl
CGC26	TF	contig3	prot26_7	250600	251500	+	FecR
CGC26	TF	contig3	prot26_8	251800	252700	-	GerE
CGC27	null	contig3	prot27_0	253000	253900	-	null
CGC27	TC	contig3	prot27_1	254200	255100	+	2.A.1
CGC27	TF	contig3	prot27_2	255400	256300	-	HTH_AraC+HTH_AraC
CGC27	TC	contig3	prot27_3	256600	257500	+	1.B.14
CGC27	null	contig3	prot27_4	257800	258700	-	null
CGC27	TC	contig3	prot27_5	259000	259900	+	1.B.14
CGC27	CAZyme	contig3	prot27_6	260200	261100	-	GH43_10
CGC27	TF	contig3	prot27_7	261400	262300	+	HTH_AraC+HTH_AraC
CGC27	CAZyme	contig3	prot27_8	262600	263500	-	GH43_1
CGC27	CAZyme	contig3	prot27_9	263800	264700	+	GH10
CGC27	TC	contig3	prot27_10	265000	265900	-	2.A.2
CGC27	null	contig3	prot27_11	266200	267100	+	null
CGC27	CAZyme	contig3	prot27_12	267400	268300	-	GH67
CGC28	TC	contig3	prot28_0	268600	269500	-	2.A.3.11.1
CGC28	CAZyme	contig3	prot28_1	269800	270700	+	GH32
CGC28	CAZyme	contig3	prot28_2	271000	271900	-	GH68_1
CGC29	TF	contig3	prot29_0	272200	273100	-	LacI
CGC29	TF	contig3	prot29_1	273400	274300	+	SBP_bac_1
CGC29	TC	contig3	prot29_2	274600	275500	-	3.A.1
CGC29	TC	contig3	prot29_3	275800	276700	+	3.A.1
CGC29	CAZyme	contig3	prot29_4	277000	277900	-	GH36
CGC29	TF	contig3	prot29_5	278200	279100	+	-
CGC29	null	contig3	prot29_6	279400	280300	-	null
CGC30	CAZyme	contig3	prot30_0	280600	281500	-	GH30_1
CGC30	CAZyme	contig3	prot30_1	281800	282700	+	GH42
CGC30	TC	contig3	prot30_2	283000	283900	-	2.A.1.2.93
CGC30	TF	contig3	prot30_3	284200	285100	+	0043143
CGC31	CAZyme	contig4	prot31_0	285400	286300	-	GH38
CGC31	CAZyme	contig4	prot31_1	286600	287500	+	GH125
CGC31	TF	contig4	prot31_2	287800	288700	-	GntR
CGC31	CAZyme	contig4	prot31_3	289000	289900	+	GH84
CGC31	CAZyme	contig4	prot31_4	290200	291100	-	GH1
CGC31	null	contig4	prot31_5	291400	292300	+	null
CGC31	TC	contig4	prot31_6	292600	293500	-	3.A.1.1.9
CGC31	TC	contig4	prot31_7	293800	294700	+	3.A.1.1.29
CGC32	TF	contig4	prot32_0	295000	295900	-	GntR
CGC32	CAZyme	contig4	prot32_1	296200	297100	+	CBM32|PL7_5
CGC32	TC	contig4	prot32_2	297400	298300	-	1.B.14.12.1
CGC32	CAZyme	contig4	prot32_3	298600	299500	+	PL6_3
CGC32	CAZyme	contig4	prot32_4	299800	300700	-	PL7_5
CGC32	TC	contig4	prot32_5	301000	301900	+	2.A.1.14.25
CGC32	CAZyme	contig4	prot32_6	302200	303100	-	PL6|PL6_1
CGC32	null	contig4	prot32_7	303400	304300	+	null
CGC32	null	contig4	prot32_8	304600	305500	-	null
CGC32	null	contig4	prot32_9	305800	306700	+	null
CGC32	TC	contig4	prot32_10	307000	307900	-	2.A.1.14.25
CGC33	TF	contig4	prot33_0	308200	309100	-	SBP_bac_1
CGC33	TC	contig4	prot33_1	309400	310300	+	3.A.1.1.48
CGC33	TC	contig4	prot33_2	310600	311500	-	3.A.1.1.48
CGC33	CAZyme	contig4	prot33_3	311800	312700	+	GH42
CGC33	TF	contig4	prot33_4	313000	313900	-	LacI
CGC33	CAZyme	contig4	prot33_5	314200	315100	+	GH53|CBM61
CGC34	null	contig4	prot34_0	315400	316300	-	null
CGC34	null	contig4	prot34_1	316600	317500	+	null
CGC34	TC	contig4	prot34_2	317800	318700	-	1.B.14
CGC34	CAZyme	contig4	prot34_3	319000	319900	+	GH5_4
CGC34	TF	contig4	prot34_4	320200	321100	-	HTH_AraC+HTH_AraC
CGC34	CAZyme	contig4	prot34_5	321400	322300	+	GH36
CGC34	null	contig4	prot34_6	322600	323500	-	null
CGC35	TF	contig4	prot35_0	323800	324700	-	SBP_bac_1
CGC35	TC	contig4	prot35_1	325000	325900	+	3.A.1
CGC35	TC	contig4	prot35_2	326200	327100	-	3.A.1
CGC35	CAZyme	contig4	prot35_3	327400	328300	+	GH13_36
CGC36	CAZyme	contig4	prot36_0	328600	329500	-	GH51_1
CGC36	TC	contig4	prot36_1	329800	330700	+	3.A.1.1.34
CGC36	TC	contig4	prot36_2	331000	331900	-	3.A.1.1.34
CGC36	TC	contig4	prot36_3	332200	333100	+	3.A.1.1.34
CGC36	null	contig4	prot36_4	333400	334300	-	null
CGC36	null	contig4	prot36_5	334600	335500	+	null
CGC36	null	contig4	prot36_6	335800	336700	-	null
CGC37	CAZyme	contig4	prot37_0	337000	337900	-	GH4
CGC37	TF	contig4	prot37_1	338200	339100	+	HTH_AraC+HTH_AraC
CGC37	TC	contig4	prot37_2	339400	340300	-	4.A.3.2.1
CGC37	TC	contig4	prot37_3	340600	341500	+	4.A.3.2.1
CGC37	TC	contig4	prot37_4	341800	342700	-	4.A.3.2.1
CGC38	CAZyme	contig4	prot38_0	343000	343900	-	GH10|CE1
CGC38	CAZyme	contig4	prot38_1	344200	345100	+	GH95
CGC38	CAZyme	contig4	prot38_2	345400	346300	-	GH3
CGC38	TF	contig4	prot38_3	346600	347500	+	SBP_bac_1
CGC38	TF	contig4	prot38_4	347800	348700	-	HTH_AraC+HTH_AraC
CGC39	null	contig4	prot39_0	349000	349900	-	null
CGC39	null	contig4	prot39_1	350200	351100	+	null
CGC39	CAZyme	contig4	prot39_2	351400	352300	-	GH36
CGC39	TC	contig4	prot39_3	352600	353500	+	9.B.28.1.2
CGC39	CAZyme	contig4	prot39_4	353800	354700	-	GH130_1
CGC39	null	contig4	prot39_5	355000	355900	+	null
CGC39	CAZyme	contig4	prot39_6	356200	357100	-	GH130_2
CGC39	TC	contig4	prot39_7	357400	358300	+	3.A.1.1.34
CGC39	TC	contig4	prot39_8	358600	359500	-	3.A.1.1.46
CGC39	TF	contig4	prot39_9	359800	360700	+	SBP_bac_1
CGC39	TF	contig4	prot39_10	361000	361900	-	LacI
CGC40	CAZyme	contig4	prot40_0	362200	363100	-	GH30
CGC40	CAZyme	contig4	prot40_1	363400	364300	+	GH9
CGC40	null	contig4	prot40_2	364600	365500	-	null
CGC40	CAZyme	contig4	prot40_3	365800	366700	+	GH27
CGC40	null	contig4	prot40_4	367000	367900	-	null
CGC40	null	contig4	prot40_5	368200	369100	+	null
CGC40	TC	contig4	prot40_6	369400	370300	-	8.A.46.3.2
CGC40	TC	contig4	prot40_7	370600	371500	+	1.B.14.6.1
CGC40	CAZyme	contig4	prot40_8	371800	372700	-	GH5_2
CGC40	TF	contig4	prot40_9	373000	373900	+	HTH_AraC+HTH_AraC
CGC40	CAZyme	contig4	prot40_10	374200	375100	-	GH26
CGC40	TC	contig4	prot40_11	375400	376300	+	2.A.21.3.8
CGC40	CAZyme	contig4	prot40_12	376600	377500	-	GH130_1
CGC40	null	contig4	prot40_13	377800	378700	+	null
CGC40	CAZyme	contig4	prot40_14	379000	379900	-	GH26
CGC40	CAZyme	contig4	prot40_15	380200	381100	+	CE20
CGC41	TF	contig5	prot41_0	381400	382300	-	HTH_AraC+HTH_AraC
CGC41	TC	contig5	prot41_1	382600	383500	+	1.B.14.6.1
CGC41	null	contig5	prot41_2	383800	384700	-	null
CGC41	CAZyme	contig5	prot41_3	385000	385900	+	GH26
CGC41	CAZyme	contig5	prot41_4	386200	387100	-	GH26
CGC41	CAZyme	contig5	prot41_5	387400	388300	+	GH36
CGC41	CAZyme	contig5	prot41_6	388600	389500	-	GH130_1
CGC41	TC	contig5	prot41_7	389800	390700	+	2.A.2.3.6
CGC41	null	contig5	prot41_8	391000	391900	-	null
CGC41	null	contig5	prot41_9	392200	393100	+	null
CGC41	null	contig5	prot41_10	393400	394300	-	null
CGC42	CAZyme	contig5	prot42_0	394600	395500	-	GH20
CGC42	CAZyme	contig5	prot42_1	395800	396700	+	GH2
CGC42	CAZyme	contig5	prot42_2	397000	397900	-	CE3|CE20
CGC42	CAZyme	contig5	prot42_3	398200	399100	+	CE3
CGC42	CAZyme	contig5	prot42_4	399400	400300	-	GH20
CGC42	CAZyme	contig5	prot42_5	400600	401500	+	CBM93|GH33
CGC42	TC	contig5	prot42_6	401800	402700	-	8.A.46.1.4
CGC42	TC	contig5	prot42_7	403000	403900	+	1.B.14.6.1
CGC42	null	contig5	prot42_8	404200	405100	-	null
CGC43	CAZyme	contig5	prot43_0	405400	406300	-	GH38
CGC43	CAZyme	contig5	prot43_1	406600	407500	+	GH125
CGC43	TF	contig5	prot43_2	407800	408700	-	GntR
CGC43	CAZyme	contig5	prot43_3	409000	409900	+	GH84
CGC43	CAZyme	contig5	prot43_4	410200	411100	-	GH1
CGC43	TC	contig5	prot43_5	411400	412300	+	3.A.1.1.9
CGC43	TC	contig5	prot43_6	412600	413500	-	3.A.1.1.29
CGC44	CAZyme	contig5	prot44_0	413800	414700	-	GH3
CGC44	TC	contig5	prot44_1	415000	415900	+	3.A.1.1.2
CGC44	TC	contig5	prot44_2	416200	417100	-	3.A.1.1.21
CGC44	TC	contig5	prot44_3	417400	418300	+	3.A.1.1.21
CGC44	TF	contig5	prot44_4	418600	419500	-	LacI
CGC45	TF	contig5	prot45_0	419800	420700	-	GntR
CGC45	TC	contig5	prot45_1	421000	421900	+	4.A.3.2.9
CGC45	TC	contig5	prot45_2	422200	423100	-	4.A.3.2.7
CGC45	TC	contig5	prot45_3	423400	424300	+	4.A.3.2.9
CGC45	TC	contig5	prot45_4	424600	425500	-	1.B.3.1.3
CGC45	CAZyme	contig5	prot45_5	425800	426700	+	GH1
CGC46	null	contig5	prot46_0	427000	427900	-	null
CGC46	CAZyme	contig5	prot46_1	428200	429100	+	GH76
CGC46	null	contig5	prot46_2	429400	430300	-	null
CGC46	null	contig5	prot46_3	430600	431500	+	null
CGC46	null	contig5	prot46_4	431800	432700	-	null
CGC46	TC	contig5	prot46_5	433000	433900	+	1.B.14.6.1
CGC46	null	contig5	prot46_6	434200	435100	-	null
CGC46	TF	contig5	prot46_7	435400	436300	+	HTH_AraC
CGC46	CAZyme	contig5	prot46_8	436600	437500	-	GH92
CGC46	null	contig5	prot46_9	437800	438700	+	null
CGC46	CAZyme	contig5	prot46_10	439000	439900	-	GH76
CGC46	CAZyme	contig5	prot46_11	440200	441100	+	GH125
CGC46	CAZyme	contig5	prot46_12	441400	442300	-	GH130_3
CGC46	null	contig5	prot46_13	442600	443500	+	null
CGC46	null	contig5	prot46_14	443800	444700	-	null
CGC46	null	contig5	prot46_15	445000	445900	+	null
CGC46	CAZyme	contig5	prot46_16	446200	447100	-	GT32
CGC46	CAZyme	contig5	prot46_17	447400	448300	+	GT32
CGC47	CAZyme	contig5	prot47_0	448600	449500	-	GH115
CGC47	CAZyme	contig5	prot47_1	449800	450700	+	GH95
CGC47	TF	contig5	prot47_2	451000	451900	-	HTH_AraC
CGC47	CAZyme	contig5	prot47_3	452200	453100	+	GH43_29|CBM6
CGC47	CAZyme	contig5	prot47_4	453400	454300	-	CE6|CE1
CGC47	CAZyme	contig5	prot47_5	454600	455500	+	GH5_21
CGC47	null	contig5	prot47_6	455800	456700	-	null
CGC47	CAZyme	contig5	prot47_7	457000	457900	+	GH10
CGC47	null	contig5	prot47_8	458200	459100	-	null
CGC47	null	contig5	prot47_9	459400	460300	+	null
CGC47	null	contig5	prot47_10	460600	461500	-	null
CGC47	null	contig5	prot47_11	461800	462700	+	null
CGC47	TC	contig5	prot47_12	463000	463900	-	1.B.14.6.1
CGC47	CAZyme	contig5	prot47_13	464200	465100	+	GH43_12|CBM91
CGC47	CAZyme	contig5	prot47_14	465400	466300	-	GH43_29|CBM6
CGC47	CAZyme	contig5	prot47_15	466600	467500	+	GH97
CGC47	CAZyme	contig5	prot47_16	467800	468700	-	GH31_4
CGC47	CAZyme	contig5	prot47_17	469000	469900	+	GH43_12|CBM91
CGC47	CAZyme	contig5	prot47_18	470200	471100	-	GH3
CGC47	CAZyme	contig5	prot47_19	471400	472300	+	GH43_10|CBM91
CGC48	CAZyme	contig5	prot48_0	472600	473500	-	GH92
CGC48	CAZyme	contig5	prot48_1	473800	474700	+	GH38|CBM32
CGC48	CAZyme	contig5	prot48_2	475000	475900	-	GT32
CGC48	CAZyme	contig5	prot48_3	476200	477100	+	GT32
CGC48	null	contig5	prot48_4	477400	478300	-	null
CGC48	null	contig5	prot48_5	478600	479500	+	null
CGC48	null	contig5	prot48_6	479800	480700	-	null
CGC48	CAZyme	contig5	prot48_7	481000	481900	+	GH130
CGC48	CAZyme	contig5	prot48_8	482200	483100	-	GH125
CGC48	CAZyme	contig5	prot48_9	483400	484300	+	GH76
CGC48	null	contig5	prot48_10	484600	485500	-	null
CGC48	CAZyme	contig5	prot48_11	485800	486700	+	GH92
CGC48	null	contig5	prot48_12	487000	487900	-	null
CGC48	TF	contig5	prot48_13	488200	489100	+	HTH_AraC
CGC48	null	contig5	prot48_14	489400	490300	-	null
CGC48	TC	contig5	prot48_15	490600	491500	+	1.B.14
CGC48	null	contig5	prot48_16	491800	492700	-	null
CGC48	null	contig5	prot48_17	493000	493900	+	null
CGC48	null	contig5	prot48_18	494200	495100	-	null
CGC48	CAZyme	contig5	prot48_19	495400	496300	+	GH76
CGC49	null	contig5	prot49_0	496600	497500	-	null
CGC49	null	contig5	prot49_1	497800	498700	+	null
CGC49	null	contig5	prot49_2	499000	499900	-	null
CGC49	null	contig5	prot49_3	500200	501100	+	null
CGC49	null	contig5	prot49_4	501400	502300	-	null
CGC49	CAZyme	contig5	prot49_5	502600	503500	+	GH110
CGC49	CAZyme	contig5	prot49_6	503800	504700	-	GH110
CGC49	null	contig5	prot49_7	505000	505900	+	null
CGC49	null	contig5	prot49_8	506200	507100	-	null
CGC49	TC	contig5	prot49_9	507400	508300	+	1.B.14.6.1
CGC50	null	contig5	prot50_0	508600	509500	-	null
CGC50	TC	contig5	prot50_1	509800	510700	+	1.B.14
CGC50	null	contig5	prot50_2	511000	511900	-	null
CGC50	null	contig5	prot50_3	512200	513100	+	null
CGC50	TC	contig5	prot50_4	513400	514300	-	2.A.66
CGC50	CAZyme	contig5	prot50_5	514600	515500	+	GH28
